,time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,date
59,1500768000,46.67,43.63,46.47,625908.97,28134127.54,44.67,direct,,2017-07-23
60,1500854400,45.28,43.85,44.67,446798.44,20003120.61,44.77,direct,,2017-07-24
61,1500940800,45.05,40.52,44.77,1002897.84,42446216.08,42.3,direct,,2017-07-25
62,1501027200,43.09,40.47,42.3,591939.55,24636676.71,42.03,direct,,2017-07-26
63,1501113600,42.41,40.89,42.03,487374.16,20292493.77,41.89,direct,,2017-07-27
64,1501200000,42.19,40.17,41.89,616859.99,25261842.08,40.43,direct,,2017-07-28
65,1501286400,41.4,38.55,40.43,544633.83,21624892.79,41.07,direct,,2017-07-29
66,1501372800,42.05,39.82,41.07,363404.03,14790620.65,40.61,direct,,2017-07-30
67,1501459200,43.57,38.45,40.61,893892.82,36896252.79,42.38,direct,,2017-07-31
68,1501545600,43.93,41.11,42.38,932670.29,39690704.66,43.16,direct,,2017-08-01
69,1501632000,43.19,41.66,43.16,474729.29,20133705.4,41.92,direct,,2017-08-02
70,1501718400,43.18,41.8,41.92,329595.07,14029809.38,42.75,direct,,2017-08-03
71,1501804800,43.77,42.41,42.75,377407.48,16242345.85,43.31,direct,,2017-08-04
72,1501891200,47.23,43.21,43.31,880132.49,40240694.24,46.24,direct,,2017-08-05
73,1501977600,46.88,45.16,46.24,447306.19,20509678.36,45.56,direct,,2017-08-06
74,1502064000,46.7,45.21,45.56,432033.81,19821566.26,46.11,direct,,2017-08-07
75,1502150400,49.93,45.69,46.11,806041.04,38124611.66,49.13,direct,,2017-08-08
76,1502236800,50.2,46.9,49.13,745195.68,36171405.47,47.78,direct,,2017-08-09
77,1502323200,48.68,46.97,47.78,392052.42,18788211.76,46.97,direct,,2017-08-10
78,1502409600,47.62,46.63,46.97,448579.01,21086959.55,47.11,direct,,2017-08-11
79,1502496000,47.77,46.0,47.11,556583.31,26154345.14,46.27,direct,,2017-08-12
80,1502582400,47.43,44.0,46.27,766715.89,35331475.85,45.49,direct,,2017-08-13
81,1502668800,46.56,45.15,45.49,426212.9,19459261.19,45.7,direct,,2017-08-14
82,1502755200,45.8,41.78,45.7,780853.12,33786160.33,43.17,direct,,2017-08-15
83,1502841600,44.94,42.1,43.17,509014.15,22142597.97,43.97,direct,,2017-08-16
84,1502928000,44.74,43.13,43.97,425047.05,18733697.25,43.83,direct,,2017-08-17
85,1503014400,47.92,43.23,43.83,888951.07,40574149.41,46.74,direct,,2017-08-18
86,1503100800,46.89,43.39,46.74,457998.6,20514354.21,45.19,direct,,2017-08-19
87,1503187200,47.39,44.07,45.19,384435.33,17689808.36,45.81,direct,,2017-08-20
88,1503273600,48.94,45.27,45.81,640039.35,30030772.48,48.09,direct,,2017-08-21
89,1503360000,48.1,44.85,48.09,611195.45,28209467.68,46.4,direct,,2017-08-22
90,1503446400,55.43,46.05,46.4,1634534.74,83643726.31,53.44,direct,,2017-08-23
91,1503532800,53.58,50.34,53.44,1089289.29,56389670.39,50.36,direct,,2017-08-24
92,1503619200,52.3,49.78,50.36,605527.97,30861268.58,51.09,direct,,2017-08-25
93,1503705600,52.13,50.09,51.09,433091.45,22089859.98,51.58,direct,,2017-08-26
94,1503792000,64.49,51.37,51.58,2047430.31,121485913.49,61.08,direct,,2017-08-27
95,1503878400,64.95,58.87,61.08,1318375.9,81891911.78,62.36,direct,,2017-08-28
96,1503964800,64.2,61.17,62.36,930398.05,58218596.89,63.76,direct,,2017-08-29
97,1504051200,66.57,61.86,63.76,829751.02,52584713.02,65.97,direct,,2017-08-30
98,1504137600,74.59,65.12,65.97,1850032.75,129559211.64,73.03,direct,,2017-08-31
99,1504224000,92.77,71.5,73.03,3815830.4,316464574.14,87.88,direct,,2017-09-01
100,1504310400,93.67,73.29,87.88,3196898.62,260187395.34,79.18,direct,,2017-09-02
101,1504396800,84.07,74.95,79.18,1569976.63,124890039.97,79.04,direct,,2017-09-03
102,1504483200,79.06,62.97,79.04,2825457.07,197880261.54,68.89,direct,,2017-09-04
103,1504569600,74.69,63.29,68.89,1992004.89,137991645.49,73.73,direct,,2017-09-05
104,1504656000,82.17,73.69,73.73,1886517.57,147734449.3,81.44,direct,,2017-09-06
105,1504742400,82.84,77.4,81.44,1211324.83,96855844.67,80.25,direct,,2017-09-07
106,1504828800,82.2,68.42,80.25,2538937.55,187197024.21,73.19,direct,,2017-09-08
107,1504915200,73.95,69.0,73.19,1077310.24,76615292.0,71.09,direct,,2017-09-09
108,1505001600,71.11,63.33,71.09,1583298.28,105909535.34,67.08,direct,,2017-09-10
109,1505088000,71.21,65.55,67.08,1079756.1,73656622.48,68.13,direct,,2017-09-11
110,1505174400,71.97,64.72,68.13,1421854.09,97264307.0,65.89,direct,,2017-09-12
111,1505260800,66.34,57.87,65.89,2300788.17,140918803.14,61.78,direct,,2017-09-13
112,1505347200,62.66,44.9,61.78,3985897.67,205038177.61,45.2,direct,,2017-09-14
113,1505433600,55.65,33.38,45.2,7263563.12,343835193.01,52.0,direct,,2017-09-15
114,1505520000,57.34,50.54,52.0,2259867.99,120177655.47,52.1,direct,,2017-09-16
115,1505606400,53.18,47.73,52.1,1436990.91,73060667.9,51.0,direct,,2017-09-17
116,1505692800,57.49,50.98,51.0,2025289.72,111381221.66,56.16,direct,,2017-09-18
117,1505779200,56.7,51.27,56.16,1657588.51,89515520.8,52.8,direct,,2017-09-19
118,1505865600,54.37,51.07,52.8,879633.65,46361439.88,51.56,direct,,2017-09-20
119,1505952000,52.48,45.11,51.56,2062267.22,100420510.01,46.46,direct,,2017-09-21
120,1506038400,49.03,44.8,46.46,1642332.89,76916515.52,47.67,direct,,2017-09-22
121,1506124800,50.01,46.38,47.67,924125.98,44793106.02,49.29,direct,,2017-09-23
122,1506211200,49.4,47.18,49.29,616636.42,29589565.36,47.5,direct,,2017-09-24
123,1506297600,53.16,47.47,47.5,1296904.9,66087743.34,52.27,direct,,2017-09-25
124,1506384000,54.37,51.42,52.27,917656.12,48431172.1,52.27,direct,,2017-09-26
125,1506470400,57.39,52.24,52.27,1367042.73,75024623.22,56.9,direct,,2017-09-27
126,1506556800,57.16,54.0,56.9,1162968.87,64516773.54,54.91,direct,,2017-09-28
127,1506643200,54.93,50.44,54.91,1219765.7,64227763.47,52.8,direct,,2017-09-29
128,1506729600,55.91,52.75,52.8,670838.08,36860837.86,55.41,direct,,2017-09-30
129,1506816000,55.55,53.58,55.41,558315.88,30401267.37,54.8,direct,,2017-10-01
130,1506902400,54.97,52.93,54.8,567239.29,30684048.14,53.29,direct,,2017-10-02
131,1506988800,53.54,51.34,53.29,589394.71,30707803.26,52.15,direct,,2017-10-03
132,1507075200,52.98,50.53,52.15,600284.58,31053173.59,51.22,direct,,2017-10-04
133,1507161600,51.87,50.17,51.22,520188.77,26593841.05,51.64,direct,,2017-10-05
134,1507248000,52.75,51.34,51.64,415386.22,21668387.99,52.08,direct,,2017-10-06
135,1507334400,52.9,51.61,52.08,365539.08,19001783.55,52.57,direct,,2017-10-07
136,1507420800,54.79,52.32,52.57,678233.14,36217438.71,53.3,direct,,2017-10-08
137,1507507200,53.44,48.12,53.3,1081756.15,54786620.31,50.08,direct,,2017-10-09
138,1507593600,51.63,49.69,50.08,627881.58,31741909.99,50.58,direct,,2017-10-10
139,1507680000,51.05,50.18,50.58,394320.41,19957142.12,50.79,direct,,2017-10-11
140,1507766400,59.72,50.73,50.79,2193019.01,121666559.46,59.72,direct,,2017-10-12
141,1507852800,60.76,55.11,59.72,2096690.25,122355541.45,59.05,direct,,2017-10-13
142,1507939200,66.48,58.34,59.05,1773158.56,111286807.31,63.94,direct,,2017-10-14
143,1508025600,69.95,62.08,63.94,2079801.1,136097133.07,65.57,direct,,2017-10-15
144,1508112000,66.41,62.28,65.58,898220.74,57750104.01,64.76,direct,,2017-10-16
145,1508198400,64.97,58.5,64.76,1016881.05,62123185.52,59.19,direct,,2017-10-17
146,1508284800,61.89,53.05,59.19,1709310.65,98042683.55,60.55,direct,,2017-10-18
147,1508371200,61.39,58.35,60.55,986953.9,59145290.66,59.68,direct,,2017-10-19
148,1508457600,62.17,58.31,59.68,921517.73,55677469.84,60.09,direct,,2017-10-20
149,1508544000,60.36,56.17,60.08,820490.72,47776832.14,58.09,direct,,2017-10-21
150,1508630400,58.67,55.73,58.09,538797.55,30628993.59,56.51,direct,,2017-10-22
151,1508716800,56.57,51.92,56.52,1171396.45,63386543.19,54.63,direct,,2017-10-23
152,1508803200,58.98,52.35,54.63,1227190.77,69816687.74,55.56,direct,,2017-10-24
153,1508889600,56.4,53.52,55.56,666770.87,36591936.46,56.19,direct,,2017-10-25
154,1508976000,56.95,54.9,56.19,448359.29,25040264.66,55.55,direct,,2017-10-26
155,1509062400,55.99,54.69,55.55,353161.94,19515585.36,55.02,direct,,2017-10-27
156,1509148800,55.79,53.95,55.02,308611.81,16837184.69,54.22,direct,,2017-10-28
157,1509235200,57.83,53.86,54.22,745887.06,41624090.91,56.75,direct,,2017-10-29
158,1509321600,58.66,55.81,56.75,575177.06,32778628.05,56.22,direct,,2017-10-30
159,1509408000,56.74,55.49,56.22,429393.98,24119437.14,55.5,direct,,2017-10-31
160,1509494400,55.62,52.72,55.5,633540.44,34633306.9,52.83,direct,,2017-11-01
161,1509580800,54.9,50.03,52.82,1316174.14,68822709.59,54.19,direct,,2017-11-02
162,1509667200,56.13,53.79,54.19,808480.75,44375580.1,55.98,direct,,2017-11-03
163,1509753600,56.12,54.62,55.98,431022.66,23813377.86,54.83,direct,,2017-11-04
164,1509840000,55.45,54.43,54.84,415689.5,22789832.45,54.6,direct,,2017-11-05
165,1509926400,55.79,53.43,54.6,655602.25,35930222.15,54.5,direct,,2017-11-06
166,1510012800,63.49,54.47,54.5,1990453.25,117999766.44,60.52,direct,,2017-11-07
167,1510099200,64.07,59.59,60.52,1929054.85,119045612.63,62.38,direct,,2017-11-08
168,1510185600,66.9,61.59,62.38,1507681.54,96467373.94,64.15,direct,,2017-11-09
169,1510272000,65.75,56.02,64.15,1845061.12,112277387.44,58.99,direct,,2017-11-10
170,1510358400,63.77,58.64,59.07,1169795.97,71691165.51,62.14,direct,,2017-11-11
171,1510444800,62.26,56.73,62.14,1527653.8,90545722.68,58.54,direct,,2017-11-12
172,1510531200,61.84,58.07,58.53,1058638.68,63578216.42,61.0,direct,,2017-11-13
173,1510617600,63.41,60.12,61.0,936563.06,57740143.26,62.13,direct,,2017-11-14
174,1510704000,76.1,62.08,62.13,934924.43,62683272.43,63.16,direct,,2017-11-15
175,1510790400,72.5,62.5,63.15,1640431.26,108893924.78,70.7,direct,,2017-11-16
176,1510876800,71.29,65.33,70.7,1728098.47,117701637.06,67.36,direct,,2017-11-17
177,1510963200,69.77,65.41,67.36,811385.44,54642292.94,69.42,direct,,2017-11-18
178,1511049600,73.24,68.47,69.42,1103659.82,77870138.77,71.76,direct,,2017-11-19
179,1511136000,73.16,70.9,71.76,979972.34,70492845.22,72.38,direct,,2017-11-20
180,1511222400,72.85,68.09,72.38,1283528.9,90392116.91,69.91,direct,,2017-11-21
181,1511308800,72.04,69.88,69.91,675949.97,48021169.53,72.03,direct,,2017-11-22
182,1511395200,76.77,70.74,72.03,1452417.2,107737051.93,72.94,direct,,2017-11-23
183,1511481600,77.61,72.34,72.97,1103526.27,82185081.57,77.54,direct,,2017-11-24
184,1511568000,89.47,77.07,77.53,1908366.6,158025655.36,88.79,direct,,2017-11-25
185,1511654400,88.77,83.73,88.77,927136.62,79938117.09,86.24,direct,,2017-11-26
186,1511740800,93.11,86.12,86.2,1588524.41,142772956.71,90.99,direct,,2017-11-27
187,1511827200,94.53,89.53,90.99,1209822.51,111647453.48,94.22,direct,,2017-11-28
188,1511913600,103.03,78.12,94.22,2993509.96,283266729.01,85.41,direct,,2017-11-29
189,1512000000,92.23,76.95,85.4,1893458.34,159892481.32,85.94,direct,,2017-11-30
190,1512086400,100.22,81.11,85.94,2191137.08,201759858.57,99.15,direct,,2017-12-01
191,1512172800,103.41,97.52,99.15,1419498.63,142658345.14,99.32,direct,,2017-12-02
192,1512259200,106.77,96.87,99.32,1362821.76,138622765.31,100.7,direct,,2017-12-03
193,1512345600,103.95,95.39,100.71,1070029.64,107176440.63,103.87,direct,,2017-12-04
194,1512432000,103.91,100.37,103.86,910964.87,92720782.62,100.49,direct,,2017-12-05
195,1512518400,103.0,95.11,100.49,1462459.21,146319763.02,98.97,direct,,2017-12-06
196,1512604800,99.81,86.93,98.94,1731647.86,165747903.4,96.0,direct,,2017-12-07
197,1512691200,136.4,93.37,95.99,4076572.6,473760093.71,125.24,direct,,2017-12-08
198,1512777600,179.54,125.34,125.34,5632742.17,853646807.31,155.98,direct,,2017-12-09
199,1512864000,156.72,130.39,155.98,2513708.41,361899241.26,147.84,direct,,2017-12-10
200,1512950400,225.55,146.97,147.46,4325680.61,806672044.43,214.54,direct,,2017-12-11
201,1513036800,401.76,210.36,214.53,5958977.43,1712426348.74,328.52,direct,,2017-12-12
202,1513123200,347.8,276.12,327.96,3799072.43,1198402020.67,305.27,direct,,2017-12-13
203,1513209600,314.78,268.12,305.03,2000999.92,584754476.6,279.81,direct,,2017-12-14
204,1513296000,317.69,249.24,280.02,2872380.22,828163804.95,300.27,direct,,2017-12-15
205,1513382400,311.18,285.56,299.98,1299384.74,389831717.68,302.04,direct,,2017-12-16
206,1513468800,332.09,300.59,302.04,1599061.91,511044214.22,319.57,direct,,2017-12-17
207,1513555200,364.34,300.88,319.57,1900832.44,626661390.18,357.51,direct,,2017-12-18
208,1513641600,376.1,324.37,357.51,2310681.43,814023803.65,346.87,direct,,2017-12-19
209,1513728000,346.73,286.54,346.73,2365656.66,752136890.57,304.81,direct,,2017-12-20
210,1513814400,327.26,286.39,304.77,1381946.46,422642587.94,307.69,direct,,2017-12-21
211,1513900800,309.11,158.96,307.69,4775833.04,1167484790.83,262.09,direct,,2017-12-22
212,1513987200,312.71,256.31,262.15,1519044.69,433571769.1,284.11,direct,,2017-12-23
213,1514073600,285.4,244.14,283.69,1190611.75,314928561.95,272.24,direct,,2017-12-24
214,1514160000,283.46,262.39,272.24,569060.0,154893244.84,268.21,direct,,2017-12-25
215,1514246400,283.86,267.58,268.03,687239.9,190763629.05,279.49,direct,,2017-12-26
216,1514332800,285.32,252.87,279.47,812937.24,219103646.23,264.07,direct,,2017-12-27
217,1514419200,265.65,224.07,264.07,1155310.98,281385850.91,249.86,direct,,2017-12-28
218,1514505600,258.36,236.39,249.84,836578.77,207115905.19,243.13,direct,,2017-12-29
219,1514592000,243.42,202.02,243.13,1218741.31,268737310.82,212.07,direct,,2017-12-30
220,1514678400,235.4,207.95,212.07,841309.91,187138183.8,226.52,direct,,2017-12-31
221,1514764800,232.26,216.42,226.52,516920.48,115831512.64,224.34,direct,,2018-01-01
222,1514851200,260.53,224.28,224.34,1278275.25,314730425.65,251.81,direct,,2018-01-02
223,1514937600,256.81,241.11,251.81,851666.05,211596420.85,244.63,direct,,2018-01-03
224,1515024000,244.88,225.59,244.63,880942.78,206659684.03,238.3,direct,,2018-01-04
225,1515110400,251.56,235.0,238.3,1073887.31,262545479.11,244.51,direct,,2018-01-05
226,1515196800,305.21,243.56,244.51,1820160.48,511915657.4,278.92,direct,,2018-01-06
227,1515283200,287.27,265.37,278.92,764130.75,212682356.33,271.57,direct,,2018-01-07
228,1515369600,273.47,231.21,271.57,1056007.91,270377483.58,254.25,direct,,2018-01-08
229,1515456000,258.59,237.98,254.24,733760.61,184228877.9,246.04,direct,,2018-01-09
230,1515542400,249.31,230.66,246.02,859733.09,207658680.7,249.1,direct,,2018-01-10
231,1515628800,252.89,217.85,249.11,1131662.93,262771223.33,226.53,direct,,2018-01-11
232,1515715200,241.83,219.62,226.53,601578.96,140305335.34,235.35,direct,,2018-01-12
233,1515801600,262.87,235.3,235.35,713207.86,176341211.15,257.94,direct,,2018-01-13
234,1515888000,268.81,231.43,257.94,766737.16,189083699.89,236.86,direct,,2018-01-14
235,1515974400,244.4,230.79,236.86,466142.48,110848991.11,231.89,direct,,2018-01-15
236,1516060800,232.4,147.78,231.89,2444227.94,473245937.42,183.86,direct,,2018-01-16
237,1516147200,204.56,136.45,183.7,2667358.04,458374670.48,188.21,direct,,2018-01-17
238,1516233600,208.37,175.46,188.14,1421991.47,274884322.56,191.03,direct,,2018-01-18
239,1516320000,201.25,185.78,191.03,689881.36,132586901.46,192.27,direct,,2018-01-19
240,1516406400,214.72,192.26,192.27,651689.96,133356395.48,210.68,direct,,2018-01-20
241,1516492800,210.81,182.88,210.68,611724.98,118925936.69,190.73,direct,,2018-01-21
242,1516579200,194.34,165.42,190.72,795014.67,141918011.1,179.42,direct,,2018-01-22
243,1516665600,186.11,164.76,179.42,678138.3,119223032.27,177.92,direct,,2018-01-23
244,1516752000,184.7,172.42,177.91,482992.17,86367198.84,180.59,direct,,2018-01-24
245,1516838400,184.69,175.21,180.59,408877.4,73767401.29,178.97,direct,,2018-01-25
246,1516924800,182.15,165.76,178.93,487682.21,84960279.65,175.65,direct,,2018-01-26
247,1517011200,182.92,173.88,175.65,380203.96,68085098.56,180.71,direct,,2018-01-27
248,1517097600,194.48,180.29,180.71,435381.16,81443118.1,193.23,direct,,2018-01-28
249,1517184000,193.42,177.37,193.23,403178.2,73715876.66,180.45,direct,,2018-01-29
250,1517270400,180.61,159.77,180.45,749016.9,126940449.8,165.38,direct,,2018-01-30
251,1517356800,166.86,156.37,165.36,573000.11,92416470.16,162.93,direct,,2018-01-31
252,1517443200,165.71,127.75,162.93,1223518.75,177798590.66,141.37,direct,,2018-02-01
253,1517529600,142.0,102.51,141.36,2110261.36,264489437.71,131.17,direct,,2018-02-02
254,1517616000,166.33,120.41,131.17,1506854.19,220733569.6,161.0,direct,,2018-02-03
255,1517702400,174.66,136.96,161.0,2240983.28,348903981.9,147.55,direct,,2018-02-04
256,1517788800,153.9,114.72,147.55,2460919.58,328173135.99,125.04,direct,,2018-02-05
257,1517875200,147.26,105.5,125.02,3195103.97,397024992.7,141.85,direct,,2018-02-06
258,1517961600,159.11,130.74,141.85,1732911.13,252715544.76,137.84,direct,,2018-02-07
259,1518048000,151.34,142.99,137.98,2047165.5,307441972.26,150.18,multiply,BTC,2018-02-08
260,1518134400,164.24,142.14,149.54,970773.63,148089557.46,163.9,direct,,2018-02-09
261,1518220800,169.32,147.97,163.92,1107595.53,176947228.51,154.91,direct,,2018-02-10
262,1518307200,155.86,141.8,154.91,622934.4,93014379.99,149.06,direct,,2018-02-11
263,1518393600,163.3,149.03,149.06,654870.23,103639383.04,161.4,direct,,2018-02-12
264,1518480000,159.7,154.66,162.01,902357.19,143798259.84,159.36,multiply,BTC,2018-02-13
265,1518566400,217.42,159.05,159.05,3012197.74,583527603.98,212.01,direct,,2018-02-14
266,1518652800,237.15,206.77,212.01,2256362.19,503035315.29,221.08,direct,,2018-02-15
267,1518739200,234.83,210.25,221.08,1279720.76,285095066.0,228.39,direct,,2018-02-16
268,1518825600,232.71,224.11,228.39,596952.88,136508884.87,229.41,direct,,2018-02-17
269,1518912000,231.97,211.9,229.43,998902.69,221587127.59,214.22,direct,,2018-02-18
270,1518998400,226.21,213.51,214.16,562650.83,124644378.78,221.97,direct,,2018-02-19
271,1519084800,252.2,221.39,221.97,1875180.98,448688720.76,229.38,direct,,2018-02-20
272,1519171200,231.7,204.81,229.43,1495364.41,324317151.0,210.26,direct,,2018-02-21
273,1519257600,221.44,188.81,210.26,1334620.63,269393148.66,192.91,direct,,2018-02-22
274,1519344000,215.84,182.37,192.91,1272166.15,253168167.29,206.6,direct,,2018-02-23
275,1519430400,218.45,194.86,206.6,1005421.79,206867570.89,206.35,direct,,2018-02-24
276,1519516800,223.1,200.06,206.38,959496.53,202904391.4,218.31,direct,,2018-02-25
277,1519603200,231.6,214.74,218.52,1268149.53,283282159.15,218.62,direct,,2018-02-26
278,1519689600,223.21,212.13,218.62,670062.75,145775086.01,215.15,direct,,2018-02-27
279,1519776000,223.61,201.59,215.15,723860.2,153831817.48,202.14,direct,,2018-02-28
280,1519862400,214.68,200.47,202.14,535731.03,111779752.45,209.32,direct,,2018-03-01
281,1519948800,213.42,204.5,209.31,404886.1,84393296.12,212.59,direct,,2018-03-02
282,1520035200,217.99,209.03,212.61,526099.47,112747585.28,210.29,direct,,2018-03-03
283,1520121600,216.05,210.76,210.16,660252.88,141206413.48,213.87,multiply,BTC,2018-03-04
284,1520208000,215.66,207.65,213.86,697419.57,146254868.32,209.71,multiply,BTC,2018-03-05
285,1520294400,210.81,191.7,210.8,677083.14,136364561.14,196.58,direct,,2018-03-06
286,1520380800,199.47,174.32,196.58,1057758.38,196927717.88,186.04,direct,,2018-03-07
287,1520467200,188.18,174.69,186.05,687998.65,124496969.68,175.82,direct,,2018-03-08
288,1520553600,189.98,158.82,175.82,1433662.06,248799371.6,186.38,direct,,2018-03-09
289,1520640000,194.73,175.55,186.38,675927.93,125536991.93,177.3,direct,,2018-03-10
290,1520726400,193.19,171.6,177.3,709486.34,130493862.2,188.39,direct,,2018-03-11
291,1520812800,193.04,174.64,188.38,672197.12,123163748.35,177.85,direct,,2018-03-12
292,1520899200,181.94,171.33,177.85,555859.73,97844283.82,175.47,direct,,2018-03-13
293,1520985600,178.04,157.79,175.47,706506.68,116916175.42,160.77,direct,,2018-03-14
294,1521072000,167.81,150.3,160.77,950156.53,152065919.9,164.28,direct,,2018-03-15
295,1521158400,172.02,158.56,164.28,589106.18,97457804.99,164.95,direct,,2018-03-16
296,1521244800,165.62,151.01,164.95,557327.8,87970243.09,152.65,direct,,2018-03-17
297,1521331200,157.44,137.51,152.65,1135098.02,166006029.57,153.94,direct,,2018-03-18
298,1521417600,163.91,151.02,153.94,801372.26,125855703.46,161.51,direct,,2018-03-19
299,1521504000,173.8,155.79,161.51,689660.21,113739250.11,169.09,direct,,2018-03-20
300,1521590400,175.41,165.51,169.09,589180.05,100728004.76,168.71,direct,,2018-03-21
301,1521676800,172.53,160.17,168.74,514546.99,85077161.93,163.93,direct,,2018-03-22
302,1521763200,169.04,157.05,163.92,461200.91,74392970.56,168.85,direct,,2018-03-23
303,1521849600,169.69,158.41,168.85,376763.43,62032422.79,159.05,direct,,2018-03-24
304,1521936000,163.22,157.61,159.05,281227.7,45066192.6,160.31,direct,,2018-03-25
